project_id, project, ticket_id, created, updated, completed, title, totalcomments, status, author, owner, milestone
"27", "rubinius", "2379", "2013-06-09 11:59:22", "2013-09-20 10:56:23", "open", "Running rake a second time the same failure should show up", "5", "open", "MarcWeber", "no owner", "no milestone"
"27", "rubinius", "2362", "2013-05-26 16:17:29", "2013-06-12 09:03:43", "open", "sendmesg (blocking) of class BasicSocket crashes the thread of the thread pool", "1", "open", "josemic", "no owner", "no milestone"
"27", "rubinius", "2358", "2013-05-24 21:38:04", "2013-10-23 22:24:47", "open", "rb_class_real() missing from C API", "4", "open", "Quintus", "no owner", "no milestone"
"27", "rubinius", "2335", "2013-05-07 08:08:07", "2013-09-25 21:14:07", "open", "Strange typing behaviour using -n option", "2", "open", "mortice", "leocassarani", "no milestone"
"27", "rubinius", "2331", "2013-05-04 08:37:06", "2013-10-12 21:10:42", "open", "Building Melbourne for Rubinius, fails on armv7l", "11", "open", "martinffx", "no owner", "no milestone"
"27", "rubinius", "2327", "2013-05-02 10:57:29", "2013-05-03 11:54:36", "open", "Bunny master tests fail on Rubinius", "14", "open", "michaelklishin", "no owner", "no milestone"
"27", "rubinius", "2303", "2013-04-21 15:58:10", "2013-10-16 14:07:37", "open", "Issue with failing DNS lookups", "3", "open", "JamesHarrison", "no owner", "no milestone"
"27", "rubinius", "2290", "2013-04-18 10:06:30", "2013-11-06 21:10:53", "open", "Different behavior for UnboundMethod than in MRI 1.9", "6", "open", "saturnflyer", "no owner", "no milestone"
"27", "rubinius", "2243", "2013-03-28 06:43:25", "2013-03-28 07:05:44", "open", "[rails] (ArgumentError) "comparison of #<Enumerable::SortedElement:0xcf8ec..failed (6)", "2", "open", "masterkain", "no owner", "no milestone"
"27", "rubinius", "2241", "2013-03-27 00:07:59", "2013-10-03 21:24:46", "open", "Date._parse has different arity than 1.9.3", "2", "open", "wulftone", "no owner", "no milestone"
"27", "rubinius", "2219", "2013-03-20 23:13:52", "2013-03-26 16:29:26", "open", "Benchmarking bm_loop_whileloop.rb failed on i386 with Error::EDOM", "1", "open", "ryoqun", "no owner", "no milestone"
"27", "rubinius", "2200", "2013-03-13 00:42:05", "2013-06-20 22:32:06", "open", "Support accessing Fiber-locals and backtraces for a Fiber", "12", "open", "halorgium", "no owner", "no milestone"
"27", "rubinius", "2182", "2013-03-01 19:04:46", "2013-03-01 19:04:46", "open", "Hover state on long titles on blog looks busted", "0", "open", "jc00ke", "no owner", "no milestone"
"27", "rubinius", "2166", "2013-02-18 19:25:05", "2013-10-11 21:19:39", "open", "IO performance", "7", "open", "hosiawak", "no owner", "no milestone"
"27", "rubinius", "2155", "2013-02-13 04:41:55", "2013-02-13 04:41:55", "open", "FFI-Inline gem fails rspec", "0", "open", "sempervictus", "no owner", "no milestone"
"27", "rubinius", "2123", "2013-01-11 01:28:47", "2013-01-11 13:07:04", "open", "Cannot attach LLVM via FFI", "0", "open", "whitequark", "no owner", "no milestone"
"27", "rubinius", "2121", "2013-01-10 05:09:04", "2013-07-29 09:25:42", "open", "Ensure the tests for these FFI projects pass on Rubinius", "11", "open", "jc00ke", "no owner", "no milestone"
"27", "rubinius", "2102", "2012-12-19 23:18:26", "2013-07-15 09:35:50", "open", "Crash after Guard test run", "13", "open", "tmornini", "no owner", "no milestone"
"27", "rubinius", "2087", "2012-12-07 22:47:12", "2012-12-08 02:28:43", "open", "Possible Regexp issue with Oniguruma in 1.8 language mode", "1", "open", "brixen", "no owner", "no milestone"
"27", "rubinius", "2081", "2012-12-05 21:17:02", "2013-03-31 23:31:48", "open", " IO::InternalBuffer#fill_from crash when tab completing in "xiki" gem console", "3", "open", "sempervictus", "no owner", "no milestone"
"27", "rubinius", "2078", "2012-12-05 08:17:08", "2012-12-05 08:17:08", "open", "Extend FFI::Platform::POSIX with faster native IO methods", "0", "open", "sempervictus", "no owner", "no milestone"
"27", "rubinius", "2077", "2012-12-05 00:04:41", "2013-02-05 19:16:18", "open", "Cleanup Array and add Reflector", "2", "open", "evanphx", "no owner", "no milestone"
"27", "rubinius", "2044", "2012-11-20 23:26:20", "2012-11-20 23:29:07", "open", "eventmachine fork test failure with rubinius", "1", "open", "ttilley", "no owner", "no milestone"
"27", "rubinius", "2026", "2012-11-18 03:32:08", "2013-10-16 07:42:46", "open", "Scoping on $_ var is wrong", "0", "open", "alex", "no owner", "no milestone"
"27", "rubinius", "2006", "2012-11-12 18:32:22", "2013-05-29 06:44:40", "open", "Ensure the tests for these C-exts pass on Rubinius", "54", "open", "brixen", "no owner", "no milestone"
"27", "rubinius", "1991", "2012-11-06 14:43:43", "2012-11-07 17:42:12", "open", "Rails usage of jit_stub primitives", "1", "open", "hosiawak", "no owner", "no milestone"
"27", "rubinius", "1976", "2012-10-31 14:01:19", "2012-11-25 17:08:58", "open", "Group permissions", "3", "open", "aumgn", "no owner", "no milestone"
"27", "rubinius", "1941", "2012-10-04 11:09:51", "2013-10-28 22:54:37", "open", "next inside of an ensure block crashes compiler", "3", "open", "alex", "no owner", "no milestone"
"27", "rubinius", "1867", "2012-08-17 17:19:21", "2013-06-25 19:34:18", "open", "Missing concurrency primitives", "8", "open", "thedarkone", "no owner", "no milestone"
"27", "rubinius", "1851", "2012-08-08 13:59:50", "2012-08-09 07:09:06", "open", "Pure Rubinius C++ API", "6", "open", "funny-falcon", "no owner", "no milestone"
"27", "rubinius", "1738", "2012-05-20 15:14:37", "2012-07-31 22:50:57", "open", "Trailing hash support in IO.popen", "2", "open", "lomereiter", "no owner", "no milestone"
"27", "rubinius", "1644", "2012-04-01 07:03:09", "2013-07-15 09:59:19", "open", "Rubinius::EncodingClass::Encoding::CompatibilityError", "15", "open", "tmornini", "no owner", "no milestone"
"27", "rubinius", "1547", "2012-02-06 10:24:20", "2013-07-24 08:46:21", "open", "In irb, variable is not created if it's defined in code that never runs", "8", "open", "cheba", "no owner", "no milestone"
"27", "rubinius", "1481", "2012-01-03 05:25:17", "2013-10-28 22:42:15", "open", "#readlines significantly slower than MRI", "4", "open", "jmstacey", "no owner", "no milestone"
"27", "rubinius", "1099", "2011-08-05 22:53:02", "2012-04-24 19:13:07", "open", "Embed API", "13", "open", "nasser", "no owner", "no milestone"
"27", "rubinius", "1043", "2011-06-23 15:44:40", "2012-03-28 22:20:37", "open", "Static and shared libraries for rubinius", "18", "open", "chickenkiller", "no owner", "no milestone"
"27", "rubinius", "985", "2011-06-08 17:09:21", "2013-10-28 22:34:45", "open", "CSV is much slower than MRI", "19", "open", "aubergene", "no owner", "no milestone"
"27", "rubinius", "965", "2011-06-06 13:43:35", "2012-12-10 19:50:26", "open", "much slower Nokogiri iteration", "6", "open", "ghazel", "no owner", "no milestone"
"27", "rubinius", "629", "2010-12-26 17:08:47", "2012-11-11 05:27:03", "open", "Debugger "next" doesn't catch exception rescue's sometimes", "3", "open", "rocky", "no owner", "no milestone"
"27", "rubinius", "575", "2010-11-20 23:28:44", "2011-03-03 09:42:53", "open", "Be able to get/set the return value of a method at a "safe" location such as a RET instruction.", "0", "open", "rocky", "no owner", "no milestone"
"28", "god", "151", "2013-11-01 15:04:38", "2013-11-04 15:19:41", "open", "Lifecycle conditions are disabled on restart", "1", "open", "rasmuskl", "no owner", "no milestone"
"28", "god", "150", "2013-10-30 05:44:46", "2013-10-30 05:44:46", "open", "Create Root_CA_Resistrant_License", "0", "open", "SunghanKim", "no owner", "no milestone"
"28", "god", "149", "2013-10-28 07:56:04", "2013-10-28 07:56:04", "open", "unicorn_rails start command exited with non-zero code = 10", "0", "open", "kingspringring", "no owner", "no milestone"
"28", "god", "144", "2013-08-16 12:58:45", "2013-08-17 03:15:37", "open", "statsd_contact", "3", "open", "anikolskiy", "no owner", "no milestone"
"28", "god", "142", "2013-08-06 20:59:52", "2013-09-18 20:42:08", "open", "[fix #129] Fix register/de-register bug when process is restarted out-of-band.", "3", "open", "apinstein", "no owner", "no milestone"
"28", "god", "141", "2013-08-01 00:05:58", "2013-08-06 01:54:53", "open", "Explicitly exit from forked process to force file descriptors to be flushed", "0", "open", "warnergodfrey", "no owner", "no milestone"
"28", "god", "140", "2013-07-04 11:32:41", "2013-07-05 11:01:32", "open", "Specify syslog server for remote logging", "2", "open", "andreimarinescu", "no owner", "no milestone"
"28", "god", "135", "2013-05-21 06:06:48", "2013-06-12 19:48:29", "open", "Email notifications are missing information.", "1", "open", "scottjacobsen", "no owner", "no milestone"
"28", "god", "132", "2013-04-18 10:07:56", "2013-06-04 10:04:42", "open", "Prevent from starts two processes", "5", "open", "mashiro", "no owner", "no milestone"
"28", "god", "130", "2013-04-11 13:49:53", "2013-06-03 18:19:09", "open", "Added support for IRC notifications", "1", "open", "aleks", "no owner", "no milestone"
"28", "god", "129", "2013-03-25 02:38:21", "2013-08-06 21:03:09", "open", "god doesn't seem to properly de-register process_exit monitoring", "3", "open", "apinstein", "no owner", "no milestone"
"28", "god", "128", "2013-03-22 23:21:33", "2013-08-01 00:05:58", "open", "Duplicate processes starting", "1", "open", "jason-o-matic", "no owner", "no milestone"
"28", "god", "127", "2013-03-16 03:39:15", "2013-03-16 03:40:47", "open", "clean_pid_file behavior seems too naive", "1", "open", "apinstein", "no owner", "no milestone"
"28", "god", "126", "2013-02-28 21:06:46", "2013-11-10 19:39:13", "open", "God and Ruby 2.0.0", "3", "open", "ncouraud", "no owner", "no milestone"
"28", "god", "124", "2013-02-01 17:25:44", "2013-06-14 13:22:48", "open", "WARN: technical_worker start command exited with non-zero code = 1", "1", "open", "ohadpartuck", "no owner", "no milestone"
"28", "god", "123", "2013-01-29 22:08:03", "2013-01-30 01:04:03", "open", "Support for additional groups and basic expectations in sockets", "1", "open", "vihai", "no owner", "no milestone"
"28", "god", "121", "2012-12-11 02:44:15", "2012-12-11 02:45:00", "open", "god thinks its really THE GOD and kills non-monitored process mongod at times", "0", "open", "stonegao", "no owner", "no milestone"
"28", "god", "120", "2012-12-05 19:46:07", "2012-12-05 19:46:07", "open", "Small change to campfire contact to allow the use of a proxy to get to outside world", "0", "open", "crayman", "no owner", "no milestone"
"28", "god", "119", "2012-12-03 04:00:29", "2012-12-03 04:00:29", "open", "something is wrong on the website?", "0", "open", "halida", "no owner", "no milestone"
"28", "god", "118", "2012-11-09 12:24:11", "2012-11-09 12:25:25", "open", "God::EventHandler.start will not called unless initial config file", "0", "open", "kueno", "no owner", "no milestone"
"28", "god", "117", "2012-11-08 09:48:55", "2012-11-08 09:51:26", "open", "Not stop and restart Unicorn", "0", "open", "misteral", "no owner", "no milestone"
"28", "god", "116", "2012-10-21 21:11:51", "2013-10-09 15:18:38", "open", "Enable multiple gods on one system, run by non-root users.", "3", "open", "lansing", "no owner", "no milestone"
"28", "god", "115", "2012-10-17 18:14:30", "2013-06-12 18:42:00", "open", "God gets stuck in "start" state and never restarts process", "1", "open", "hackeron", "no owner", "no milestone"
"28", "god", "114", "2012-10-17 17:30:17", "2012-10-17 17:30:17", "open", "w.keepalive(:socket_responding => "tcp:12345") ignored?", "0", "open", "hackeron", "no owner", "no milestone"
"28", "god", "113", "2012-10-17 13:15:55", "2012-10-17 13:15:55", "open", "Process Dependencies?", "0", "open", "hackeron", "no owner", "no milestone"
"28", "god", "112", "2012-10-03 09:15:30", "2012-10-03 09:15:30", "open", "Adds an upstart init script", "0", "open", "zimbatm", "no owner", "no milestone"
"28", "god", "110", "2012-09-12 14:34:44", "2012-09-12 14:34:44", "open", "Watch#keepalive insists on using EventHandler when it is not operational", "0", "open", "ameuret", "no owner", "no milestone"
"28", "god", "108", "2012-09-07 17:12:39", "2013-04-25 21:38:51", "open", "God reports incorrect up status when it fails to fork", "1", "open", "b4hand", "no owner", "no milestone"
"28", "god", "107", "2012-08-29 15:12:04", "2012-08-29 15:12:04", "open", "Debugging custom conditions is incredibly hard", "0", "open", "v-yarotsky", "no owner", "no milestone"
"28", "god", "105", "2012-08-07 08:22:27", "2012-08-07 08:22:27", "open", "Would like to add a shell return conditional which would be nice", "0", "open", "blu3man", "no owner", "no milestone"
"28", "god", "104", "2012-08-01 02:32:13", "2012-08-01 02:34:35", "open", "Manually changing working directory causes god to lose track of PID", "0", "open", "axsuul", "no owner", "no milestone"
"28", "god", "103", "2012-07-25 08:21:27", "2012-07-25 08:21:27", "open", "When caught USR1,  reopen log file if defined.", "0", "open", "sawanoboly", "no owner", "no milestone"
"28", "god", "102", "2012-07-20 09:23:04", "2012-07-20 09:23:15", "open", "Multiple groups support", "0", "open", "icy", "no owner", "no milestone"
"28", "god", "99", "2012-05-30 04:49:53", "2012-08-27 18:03:23", "open", "Missing event system in Ubuntu linux?", "6", "open", "geekontheway", "no owner", "no milestone"
"28", "god", "96", "2012-05-02 05:59:48", "2012-09-18 19:34:19", "open", "Your core language patches break ActiveSupport", "4", "open", "d11wtq", "no owner", "no milestone"
"28", "god", "93", "2012-04-10 20:27:12", "2012-10-19 13:15:05", "open", "Suggestion: Rename `stop` command to `smite`", "4", "open", "danpalmer", "no owner", "no milestone"
"28", "god", "91", "2012-03-31 11:25:26", "2013-03-26 23:52:03", "open", "Can not stop after one "stop start" cycle ", "5", "open", "smclelland", "no owner", "no milestone"
"28", "god", "90", "2012-03-15 22:58:02", "2012-10-10 01:11:20", "open", "Conditions for child processes", "2", "open", "jbgo", "no owner", "no milestone"
"28", "god", "89", "2012-03-05 16:44:16", "2013-04-24 07:47:10", "open", "Missing proc_exit event", "1", "open", "nearapogee", "no owner", "no milestone"
"28", "god", "87", "2012-02-07 15:55:11", "2012-02-07 15:55:11", "open", "Corrected Typo in god.asciidoc L#587", "0", "open", "bsodmike", "no owner", "no milestone"
"28", "god", "85", "2012-01-27 14:50:02", "2012-01-27 14:50:02", "open", "Documentation wrong for email notifications per smtp", "0", "open", "konsti", "no owner", "no milestone"
"28", "god", "83", "2012-01-19 20:07:33", "2012-01-19 20:07:33", "open", "Duplicate PIDs in .god/pids", "0", "open", "ryanmcgarvey", "no owner", "no milestone"
"28", "god", "81", "2012-01-18 08:40:57", "2013-03-08 19:33:24", "open", "Segmentation fault with Ruby Enterprise Edition 2011.12", "26", "open", "stonegao", "no owner", "no milestone"
"28", "god", "80", "2012-01-16 14:56:58", "2012-01-21 21:33:36", "open", "SSL support for SMTP notifications", "1", "open", "gi-lunaweb", "no owner", "no milestone"
"28", "god", "77", "2012-01-13 01:10:06", "2012-08-19 19:02:40", "open", "Added Twilio Contact", "13", "open", "jonmarkgo", "no owner", "no milestone"
"28", "god", "69", "2011-11-13 05:11:17", "2012-01-10 11:33:47", "open", "segfault with Ruby 1.9.3-p0 and Ubuntu 10.04", "2", "open", "cjbottaro", "no owner", "no milestone"
"28", "god", "66", "2011-09-20 18:19:21", "2012-09-05 14:40:16", "open", "Unhandled exception (StandardError): No buffer space available", "7", "open", "grempe", "no owner", "no milestone"
"28", "god", "61", "2011-08-08 06:18:45", "2012-09-18 19:34:14", "open", "sugar.rb causes 5.kilobytes and 5.bytes to return the same value", "15", "open", "camertron", "no owner", "no milestone"
"28", "god", "60", "2011-08-06 04:53:11", "2012-10-17 19:12:48", "open", "Stuck on init", "5", "open", "ryansch", "no owner", "no milestone"
"28", "god", "51", "2011-06-22 18:00:28", "2012-05-30 16:37:48", "open", "God appears to be leaving old god processes around indefinitely", "8", "open", "ajsharp", "no owner", "no milestone"
"28", "god", "49", "2011-06-19 19:41:55", "2011-06-22 21:41:24", "open", "Beefed up Complex test method", "2", "open", "pedz", "no owner", "no milestone"
"28", "god", "33", "2010-12-23 23:14:19", "2012-11-06 18:35:09", "open", "documentation problem for server_auth email configuration option", "2", "open", "agibralter", "no owner", "no milestone"
"28", "god", "30", "2010-11-11 00:00:36", "2013-08-22 21:28:49", "open", "Including child processes in CPU/memory usage", "4", "open", "jstepien", "no owner", "no milestone"
"28", "god", "27", "2010-10-27 16:41:03", "2010-10-27 16:41:03", "open", "God occasionally does not realise that a process has died and reports 0kb memory usage in log", "0", "open", "mloughran", "no owner", "no milestone"
"28", "god", "26", "2010-10-26 01:09:20", "2010-10-27 08:14:39", "open", "Setting working directory not working with Ruby 1.9.2 ?", "4", "open", "thbar", "no owner", "no milestone"
"28", "god", "21", "2010-09-30 19:27:35", "2012-04-18 23:10:32", "open", "Increment/decrement processes", "2", "open", "mbdev", "no owner", "no milestone"
"28", "god", "14", "2010-07-23 10:30:37", "2010-07-23 10:30:37", "open", "disk_usage doesn't work (Ubuntu 10.4)", "0", "open", "fguillen", "no owner", "no milestone"
"28", "god", "12", "2010-03-23 21:00:22", "2010-04-04 02:19:53", "open", "log feature undocumented", "1", "open", "defunkt", "no owner", "no milestone"
"28", "god", "11", "2010-02-23 19:24:49", "2010-02-23 19:24:49", "open", "God notifications don't work properly using TLS and gmail hosted domains", "0", "open", "chewbranca", "no owner", "no milestone"
"28", "god", "9", "2010-01-06 03:41:24", "2010-10-25 14:39:01", "open", "Race condition makes "god terminate" intermittently fail", "3", "open", "willbryant", "no owner", "no milestone"
"28", "god", "7", "2009-12-19 17:32:25", "2010-01-14 03:47:08", "open", "Multiple Processes/PIDs per Watch", "5", "open", "btricha", "no owner", "no milestone"
"28", "god", "6", "2009-11-27 06:25:19", "2011-02-21 15:15:19", "open", "Ruby 1.9.1 and god", "19", "open", "shadowhand", "no owner", "no milestone"
"28", "god", "5", "2009-10-14 15:46:16", "2013-04-27 09:31:01", "open", ""god check" failure", "5", "open", "shadowhand", "no owner", "no milestone"
"28", "god", "4", "2009-10-01 07:30:39", "2009-12-19 21:16:07", "open", "God segfaults on new RE with thread patches", "2", "open", "miv", "no owner", "no milestone"
"28", "god", "2", "2009-06-04 22:54:47", "2013-08-16 01:09:58", "open", "Twitter gem has changed", "1", "open", "myobie", "no owner", "no milestone"
"28", "god", "1", "2009-05-14 18:51:54", "2013-11-08 20:56:59", "open", "The server is not available (or you do not have permissions to access it)", "8", "open", "gdi", "no owner", "no milestone"
"42", "restful-authentication", "32", "2011-11-09 22:04:11", "2011-11-09 22:04:11", "open", "Password validation on all attribute updates", "0", "open", "ephracis", "no owner", "no milestone"
"42", "restful-authentication", "31", "2011-08-18 13:13:23", "2011-08-18 13:13:23", "open", "consuming plugin's authentication data in other languages (java)", "0", "open", "gustinmi", "no owner", "no milestone"
"42", "restful-authentication", "30", "2011-08-18 02:39:57", "2011-08-18 02:39:58", "open", "Cleaned up a bunch of markdown formatting in README", "0", "open", "josephg", "no owner", "no milestone"
"42", "restful-authentication", "29", "2011-04-19 17:47:33", "2011-12-04 02:58:35", "open", "Rake deprecation warning for Rails 2.3.10", "1", "open", "benoror", "no owner", "no milestone"
"42", "restful-authentication", "28", "2011-03-05 19:55:37", "2011-03-05 19:56:07", "open", "Make the README actually markdown", "0", "open", "icco", "no owner", "no milestone"
"42", "restful-authentication", "27", "2011-02-07 09:26:17", "2011-02-07 09:34:34", "open", "Not on rubygems.org", "0", "open", "chrisberkhout", "no owner", "no milestone"
"42", "restful-authentication", "26", "2010-12-24 15:14:09", "2010-12-24 15:15:38", "open", "Removed duplicate recently_activated? action", "0", "open", "OmriShiv", "no owner", "no milestone"
"42", "restful-authentication", "24", "2010-12-06 08:42:13", "2010-12-10 05:22:29", "open", "Could not find generator authenticated", "1", "open", "kewinwang", "no owner", "no milestone"
"42", "restful-authentication", "23", "2010-12-04 10:31:13", "2010-12-04 10:31:13", "open", "Date formatting problem", "0", "open", "rehevkor5", "no owner", "no milestone"
"42", "restful-authentication", "22", "2010-10-31 02:21:58", "2010-10-31 02:21:58", "open", "Support Rails' standard plugin installation mechanism.", "0", "open", "behrangsa", "no owner", "no milestone"
"42", "restful-authentication", "21", "2010-10-11 18:05:43", "2010-10-11 18:05:43", "open", "logout does not invalidate sessions when using ActiveRecord::SessionStore", "0", "open", "griswold", "no owner", "no milestone"
"42", "restful-authentication", "20", "2010-10-04 16:32:50", "2013-03-11 02:56:57", "open", "Support for .cat TLD domains", "2", "open", "franciscoj", "no owner", "no milestone"
"42", "restful-authentication", "19", "2010-09-08 16:07:00", "2010-09-27 13:04:08", "open", "recently_activated missing question mark (?) in generator", "0", "open", "kwikwag", "no owner", "no milestone"
"42", "restful-authentication", "17", "2010-08-03 10:49:46", "2010-09-27 13:04:07", "open", "NoMethodError when session kept in cookie is recovered", "0", "open", "yebihara", "no owner", "no milestone"
"42", "restful-authentication", "16", "2010-07-22 21:28:45", "2010-09-27 13:04:06", "open", "Validation with Authentication.email_regex fails on some RFC5322-valid addresses", "1", "open", "GGCrew", "no owner", "no milestone"
"42", "restful-authentication", "15", "2010-04-21 10:07:48", "2010-09-27 13:04:05", "open", "Forceful Migrations", "1", "open", "stuartc", "no owner", "no milestone"
"42", "restful-authentication", "14", "2010-03-02 16:03:37", "2010-09-27 13:04:05", "open", "Default redirect for 'SessionsController#create' template is hard coded", "0", "open", "bluehavana", "no owner", "no milestone"
"42", "restful-authentication", "13", "2010-03-01 10:31:59", "2010-09-27 13:04:04", "open", "password validation in model should override that set in plugin", "1", "open", "reggieb", "no owner", "no milestone"
"42", "restful-authentication", "11", "2010-02-21 20:04:43", "2011-02-14 11:30:56", "open", "Incompatible with Rails 3 bundler", "1", "open", "contentfree", "no owner", "no milestone"
"42", "restful-authentication", "10", "2010-01-28 09:48:39", "2010-09-27 13:04:01", "open", "display welcome message with username after login", "1", "open", "pixeltocode", "no owner", "no milestone"
"42", "restful-authentication", "9", "2010-01-16 08:56:58", "2010-09-27 13:03:59", "open", "SecurityError", "2", "open", "meviofilano", "no owner", "no milestone"
"42", "restful-authentication", "8", "2009-12-09 11:43:18", "2010-09-27 13:03:58", "open", "removed installation instructions as submodule", "0", "open", "minalecs", "no owner", "no milestone"
"42", "restful-authentication", "7", "2009-12-06 20:16:31", "2010-09-27 13:03:57", "open", "Cucumber issues", "4", "open", "metasoarous", "no owner", "no milestone"
"42", "restful-authentication", "6", "2009-11-20 17:18:57", "2010-09-27 13:03:55", "open", "Move to Gemcutter?", "2", "open", "harking", "no owner", "no milestone"
"42", "restful-authentication", "5", "2009-11-05 16:53:08", "2010-09-27 13:03:54", "open", "remember_me will never work?", "1", "open", "jfqd", "no owner", "no milestone"
"42", "restful-authentication", "4", "2009-08-18 05:07:52", "2010-09-27 13:03:52", "open", "Master branch broken create user method", "0", "open", "remear", "no owner", "no milestone"
"42", "restful-authentication", "3", "2009-07-30 02:33:39", "2010-09-27 13:03:51", "open", "missed issue in documentation", "0", "open", "alec-c4", "no owner", "no milestone"
"42", "restful-authentication", "2", "2009-05-13 14:38:13", "2011-01-18 12:24:29", "open", "database session store", "1", "open", "egavgabgi", "no owner", "no milestone"
"42", "restful-authentication", "1", "2009-05-07 14:45:13", "2010-09-27 13:03:49", "open", "note_failed_signin unescaped string", "4", "open", "mikeycgto", "no owner", "no milestone"
"43", "attachment_fu", "48", "2013-04-11 17:02:32", "2013-04-11 17:02:32", "open", "Error when attempting to install attachment_fu using bundler", "0", "open", "vmcilwain", "no owner", "no milestone"
"43", "attachment_fu", "47", "2013-02-11 12:43:41", "2013-02-11 12:43:41", "open", "Depracation Fix", "0", "open", "tgodniak", "no owner", "no milestone"
"43", "attachment_fu", "46", "2012-11-25 09:55:39", "2012-11-25 09:55:39", "open", "Please pull fix for rails 1.2.6", "0", "open", "ianheggie", "no owner", "no milestone"
"43", "attachment_fu", "44", "2012-09-24 19:32:39", "2012-09-24 19:32:39", "open", "test do not run without being inside a rails project", "0", "open", "grosser", "no owner", "no milestone"
"43", "attachment_fu", "42", "2012-03-21 01:36:34", "2012-03-21 01:36:34", "open", "keep aspect ratio on resize option", "0", "open", "svanzoest", "no owner", "no milestone"
"43", "attachment_fu", "39", "2011-08-31 07:34:54", "2011-08-31 07:34:54", "open", "In my production machine thumbnils arte not getting created", "0", "open", "ramanaveli2i", "no owner", "no milestone"
"43", "attachment_fu", "38", "2011-07-29 16:47:08", "2011-07-29 16:47:08", "open", "Kernel#returning => Object#tap", "0", "open", "svenaas", "no owner", "no milestone"
"43", "attachment_fu", "34", "2011-03-17 05:06:39", "2011-07-05 14:29:49", "open", "TypeError (can't convert nil into Integer): ", "1", "open", "ilankasan", "no owner", "no milestone"
"43", "attachment_fu", "32", "2011-02-18 22:48:39", "2011-02-18 22:48:50", "open", "Server Setting Missing In Config File", "0", "open", "bitmage", "no owner", "no milestone"
"43", "attachment_fu", "31", "2011-01-13 12:44:10", "2011-01-13 17:43:23", "open", "Solved Rails 3.0.3 temp_file size problem. Maybe this needs a more solid fix", "1", "open", "dreadgod", "no owner", "no milestone"
"43", "attachment_fu", "30", "2010-12-06 07:42:54", "2011-04-25 08:23:18", "open", "Rails3 and attachment_fu", "1", "open", "mihael", "no owner", "no milestone"
"43", "attachment_fu", "29", "2010-12-02 15:10:55", "2010-12-02 15:10:55", "open", "Word 2010 view", "0", "open", "zukowskig", "no owner", "no milestone"
"43", "attachment_fu", "28", "2010-10-27 08:03:33", "2010-10-27 08:03:33", "open", "Validating image dimensions before save", "0", "open", "chirantan", "no owner", "no milestone"
"43", "attachment_fu", "27", "2010-10-07 12:51:16", "2010-10-07 12:51:16", "open", "Core Image Processor causes segmentation faults on OS X 10.6.x - 64bit.", "0", "open", "AaronRustad", "no owner", "no milestone"
"43", "attachment_fu", "26", "2010-09-17 10:44:51", "2011-03-22 18:52:45", "open", "remove "returning" to avoid rails 2.3.9 deprecation warnings", "0", "open", "ralph", "no owner", "no milestone"
"43", "attachment_fu", "25", "2010-09-03 13:41:49", "2013-07-17 15:50:03", "open", "attachment_fu + ruby 1.9.1", "9", "open", "lukaszsliwa", "no owner", "no milestone"
"43", "attachment_fu", "23", "2010-07-30 16:12:03", "2011-11-04 05:23:09", "open", "S3/Cloud Creates wrong public path when using separate thumbnail class", "1", "open", "mpetnuch", "no owner", "no milestone"
"43", "attachment_fu", "22", "2010-07-24 11:32:07", "2010-07-24 16:26:13", "open", "Switching between different machines ", "1", "open", "michalb82", "no owner", "no milestone"
"43", "attachment_fu", "20", "2010-07-07 17:10:47", "2011-02-01 11:20:53", "open", "batch import does not create thumbnails and does not take into account MetaModel attachment options", "0", "open", "Orion98MC", "no owner", "no milestone"
"43", "attachment_fu", "18", "2010-06-09 23:43:16", "2010-06-10 13:02:00", "open", "displaying pdf attachment inline, in the view (problem with browsers on Windows) ", "2", "open", "arta", "no owner", "no milestone"
"43", "attachment_fu", "17", "2010-06-01 18:08:54", "2013-04-22 15:30:34", "open", "Rails 3", "6", "open", "raphaelcosta", "no owner", "no milestone"
"43", "attachment_fu", "15", "2010-05-06 23:20:18", "2010-05-06 23:22:11", "open", "bug in ImageScience when it processes .gifs", "1", "open", "palidanx", "no owner", "no milestone"
"43", "attachment_fu", "14", "2010-04-30 15:04:24", "2010-04-30 16:01:30", "open", "in Windows, uploading to Amazon S3 and Rackspace Cloud Files fails", "9", "open", "diegolopez", "no owner", "no milestone"
"43", "attachment_fu", "13", "2010-04-23 20:00:09", "2010-04-23 20:00:09", "open", "Uploaded files end up in wrong place", "0", "open", "jasondely", "no owner", "no milestone"
"43", "attachment_fu", "12", "2010-04-02 02:54:08", "2010-04-02 15:44:27", "open", "public_filename does not return relative path", "1", "open", "drbawb", "no owner", "no milestone"
"43", "attachment_fu", "11", "2010-02-14 06:40:24", "2010-02-14 06:40:24", "open", "Mongrel_rails prefix", "0", "open", "jpegjames", "no owner", "no milestone"
"43", "attachment_fu", "10", "2010-02-12 02:30:32", "2011-02-18 14:44:32", "open", "attachement_fu and rails 3.0", "4", "open", "ippa", "no owner", "no milestone"
"43", "attachment_fu", "9", "2010-01-28 14:04:45", "2010-02-02 16:52:02", "open", "No such file to load -- ftools", "4", "open", "zaknixon", "no owner", "no milestone"
"43", "attachment_fu", "7", "2009-11-25 20:39:56", "2009-11-25 23:28:10", "open", "Datamapper support?", "2", "open", "trungpham", "no owner", "no milestone"
